ORDER ID,TN1 (NSS TN),TN2
2172166-1376,,YT2306621272108696
2170252-1376,,WNBAA0229033972YQ
2170217-1376,,YT2306621272108692
2168579-1376,,WNBAA0229033709YQ
2171802-1376,,YT2306621272145743
2169613-1376,,YT2306621272108706
2170870-1376,,YT2306621272108710
2171256-1376,,YT2306621272108699
2171094-1376,,WNBAA0229033537YQ
2171525-1376,,YT2306621272108704
2171868-1376,,WNBAA0229033999YQ
2169986-1376,,YT2306621272108549
2169217-1376,,WNBAA0229034064YQ
2169656-1376,,WNBAA0229034012YQ
2171776-1376,,WNBAA0229034017YQ
2171378-1376,,YT2306621272108717
2169416-1376,,WNBAA0229033556YQ
2168660-1376,,WNBAA0229033787YQ
2171699-1376,,YT2306621272108727
2170649-1376,,YT2306621272108733
2171271-1376,,YT2306621272108304
2171788-1376,,WNBAA0229033762YQ
2171228-1376,,YT2306621272108574
2171117-1376,,YT2306621272108587
2169062-1376,,YT2306621272108729
2168854-1376,,WNBAA0229033803YQ
2170927-1376,,YT2306621272108613
2169291-1376,,WNBAA0229033581YQ
2171888-1376,,YT2306621272108922
2170912-1376,,YT2306621272108260
2172424-1376,,YT2306621272108654
2172085-1376,,YT2306621272108738
2171260-1376,,YT2306621272108789
2171059-1376,,YT2306621272108747
2171319-1376,,YT2306621272108718
2168876-1376,,WNBAA0229034033YQ
2168624-1376,,WNBAA0229034086YQ
2169672-1376,,WNBAA0229034093YQ
2170638-1376,,YT2306621272108785
2170003-1376,,YT2306621272108945
2169272-1376,,WNBAA0229033811YQ
2170861-1376,,WNBAA0229033539YQ
2171451-1376,,WNBAA0229034094YQ
2169579-1376,,WNBAA0229034000YQ
2168800-1376,,YT2306621272108975
2169593-1376,,YT2306621272108417
2171698-1376,,YT2306621272108421
2170448-1376,,YT2306621272108953
2172391-1376,,YT2306621272108958
2170310-1376,,YT2306621272108800
2170524-1376,,YT2306621272108725
2169786-1376,,YT2306621272108732
2169463-1376,,YT2306621272108971
2168875-1376,,WNBAA0229033822YQ
2170922-1376,,YT2306621272108991
2169409-1376,,YT2306621272109036
2171796-1376,,YT2306621272109086
2171863-1376,,YT2306621272109007
2170815-1376,,YT2306621272109049
2172278-1376,,YT2306621272108744
2171226-1376,,YT2306621272108428
2162717-1376,,YT2306621272108753
2171466-1376,,WNBAA0229033828YQ
2170644-1376,,WNBAA0229034132YQ
2170263-1376,,WNBAA0229034138YQ
2169993-1376,,WNBAA0229034140YQ
2170271-1376,,WNBAA0229034148YQ
2170416-1376,,YT2306621272108817
2171560-1376,,WNBAA0229034036YQ
2169168-1376,,YT2306621272108864
2172161-1376,,YT2306621272108554
2170077-1376,,YT2306621272108523
2169413-1376,,WNBAA0229034154YQ
2169021-1376,,WNBAA0229035960YQ
2169776-1376,,YT2306621272108561
2170150-1376,,YT2306621272108573
2089298-1376,,YT2306621272108930
2168769-1376,,YT2306621272145790
2168637-1376,,WNBAA0229034107YQ
2168980-1376,,WNBAA0229034045YQ
2169497-1376,,WNBAA0229033858YQ
2169436-1376,,YT2306621272108571
2168948-1376,,YT2306621272108866
2168827-1376,,WNBAA0229034134YQ
2169286-1376,,JY2337900131036948
2171002-1376,,YT2306621272109094
2168757-1376,,WNBAA0229034135YQ
2169804-1376,,WNBAA0229034111YQ
2170377-1376,,WNBAA0229033894YQ
2168675-1376,,WNBAA0229034121YQ
2172206-1376,,YT2306621272108594
2168799-1376,,YT2306621272145792
2170155-1376,,WNBAA0229034157YQ
2172134-1376,,WNBAA0229034136YQ
2170971-1376,,YT2306621272108617
2171829-1376,,YT2306621272108581
2169485-1376,,WNBAA0229034164YQ
2168856-1376,,YT2306621272109208
2170033-1376,,WNBAA0229034170YQ
2172408-1376,,WNBAA0229034226YQ
2171651-1376,,WNBAA0229034158YQ
2169690-1376,,WNBAA0229033584YQ
2172410-1376,,WNBAA0229034398YQ
2171009-1376,,WNBAA0229034324YQ
2171752-1376,,WNBAA0229034169YQ
2170418-1376,,YT2306621272109223
2170049-1376,,YT2306621272109226
2169123-1376,,WNBAA0229034078YQ
2170051-1376,,WNBAA0229033557YQ
2170388-1376,,YT2306621272109235
2171076-1376,,YT2306621272109370
2171003-1376,,YT2306621272108665
2171678-1376,,YT2306621272108916
2172400-1376,,YT2306621272108924
2170103-1376,,WNBAA0229034388YQ
2169887-1376,,WNBAA0229034079YQ
2170251-1376,,WNBAA0229034391YQ
2170569-1376,,YT2306621272109366
2171010-1376,,YT2306621272109420
2171541-1376,,WNBAA0229033567YQ
2170058-1376,,YT2306621272108929
2171751-1376,,WNBAA0229034224YQ
2170773-1376,,YT2306621272108676
2170633-1376,,WNBAA0229034409YQ
2170868-1376,,YT2306621272109431
2172354-1376,,YT2306621272108698
2169885-1376,,WNBAA0229034223YQ
2169590-1376,,YT2306621272109387
2169324-1376,,WNBAA0229033981YQ
2171336-1376,,YT2306621272108630
2168865-1376,,WNBAA0229033934YQ
2169349-1376,,WNBAA0229033953YQ
2170142-1376,,YT2306621272109435
2170900-1376,,YT2306621272109397
2171708-1376,,YT2306621272108705
2170879-1376,,WNBAA0229034230YQ
2170591-1376,,WNBAA0229033992YQ
2171398-1376,,JY2337100131036959
2170079-1376,,YT2306621272108731
2168706-1376,,WNBAA0229034231YQ
2172374-1376,,YT2306621272109476
2170479-1376,,YT2306621272108776
2170694-1376,,YT2306621272108775
2172240-1376,,YT2306621272108784
2171476-1376,,WNBAA0229034431YQ
2169395-1376,,WNBAA0229034098YQ
2172272-1376,,YT2306621272108730
2170866-1376,,WNBAA0229034416YQ
2169629-1376,,WNBAA0229034408YQ
2170483-1376,,YT2306621272108982
2168586-1376,,WNBAA0229034056YQ
2172106-1376,,YT2306621272109490
2169622-1376,,YT2306621272109493
2172110-1376,,WNBAA0229034027YQ
2171354-1376,,WNBAA0229034031YQ
2170490-1376,,YT2306621272108799
2170756-1376,,WNBAA0229034413YQ
2171551-1376,,YT2306621272109471
2169910-1376,,WNBAA0229034422YQ
2170526-1376,,WNBAA0229034435YQ
2170056-1376,,YT2306621272109523
2169261-1376,,YT2306621272109545
2170947-1376,,YT2306621272109480
2170161-1376,,WNBAA0229034243YQ
2169262-1376,,YT2306621272108779
2168731-1376,,YT2306621272109544
2171899-1376,,YT2306621272109512
2168915-1376,,YT2306621272109558
2171203-1376,,YT2306621272109559
2169013-1376,,WNBAA0229034443YQ
2171176-1376,,WNBAA0229034070YQ
2169107-1376,,WNBAA0229034092YQ
2169895-1376,,JY2337100131036988
2172317-1376,,YT2306621272109533
2172213-1376,,WNBAA0229034085YQ
2171674-1376,,YT2306621272108974
2170690-1376,,7.32132E+15
2171735-1376,,WNBAA0229034447YQ
2171537-1376,,WNBAA0229034441YQ
2171055-1376,,WNBAA0229034451YQ
2172124-1376,,WNBAA0229034104YQ
2172191-1376,,JY2337900131036991
2171580-1376,,YT2306621272108983
2169819-1376,,WNBAA0229034249YQ
2171569-1376,,YT2306621272109556
2168657-1376,,WNBAA0229034114YQ
2170162-1376,,WNBAA0229033596YQ
2168963-1376,,YT2306621272108999
2170675-1376,,YT2306621272109025
2170449-1376,,YT2306621272109578
2172165-1376,,YT2306621272109635
2171161-1376,,WNBAA0229034251YQ
2169275-1376,,WNBAA0229034460YQ
2172351-1376,,YT2306621272109597
2171438-1376,,YT2306621272109020
2171779-1376,,YT2306621272109038
2171723-1376,,YT2306621272109705
2172249-1376,,YT2306621272109671
2171197-1376,,YT2306621272109079
2170311-1376,,7.32132E+15
2169327-1376,,WNBAA0229034481YQ
2170801-1376,,YT2306621272109693
2172390-1376,,YT2306621272109688
2169020-1376,,YT2306621272109028
2168956-1376,,YT2306621272109728
2171475-1376,,WNBAA0229034500YQ
2171215-1376,,WNBAA0229034143YQ
2170683-1376,,WNBAA0229034146YQ
2168990-1376,,WNBAA0229034464YQ
2169689-1376,,YT2306621272109098
2170555-1376,,YT2306621272109128
2171283-1376,,WNBAA0229034467YQ
2172277-1376,,YT2306621272109054
2169621-1376,,WNBAA0229034147YQ
2171154-1376,,YT2306621272109633
2172008-1376,,YT2306621272109055
2171441-1376,,YT2306621272109761
2170020-1376,,YT2306621272109069
2171781-1376,,YT2306621272109112
2170918-1376,,WNBAA0229034142YQ
2172216-1376,,YT2306621272109111
2169777-1376,,WNBAA0229034152YQ
2170143-1376,,YT2306621272109763
2169022-1376,,YT2306621272109122
2172423-1376,,YT2306621272109133
2169992-1376,,YT2306621272109698
2171768-1376,,YT2306621272109772
2169086-1376,,WNBAA0229034497YQ
2169766-1376,,WNBAA0229034161YQ
2168841-1376,,WNBAA0229034518YQ
2170168-1376,,YT2306621272109169
2168929-1376,,WNBAA0229034255YQ
2169980-1376,,YT2306621272109825
2171344-1376,,YT2306621272109819
2169096-1376,,WNBAA0229034166YQ
2170262-1376,,WNBAA0229034150YQ
2169812-1376,,YT2306621272109723
2170255-1376,,WNBAA0229034379YQ
2169433-1376,,WNBAA0229034221YQ
2169904-1376,,YT2306621272109423
2170233-1376,,YT2306621272109142
2169121-1376,,WNBAA0229034523YQ
2172207-1376,,YT2306621272109741
2171982-1376,,WNBAA0229034168YQ
2169832-1376,,YT2306621272109441
2170769-1376,,YT2306621272109836
2169696-1376,,WNBAA0229034545YQ
2169570-1376,,YT2306621272109228
2171507-1376,,YT2306621272109982
2170949-1376,,WNBAA0229034504YQ
2163271-1376,,YT2306621272109989
2168953-1376,,YT2306621272109185
2171885-1376,,WNBAA0229034536YQ
2171489-1376,,YT2306621272109874
2170541-1376,,YT2306621272109447
2170060-1376,,WNBAA0229034267YQ
2169826-1376,,WNBAA0229034419YQ
2172189-1376,,YT2306621272109990
2171432-1376,,YT2306621272109239
2170696-1376,,WNBAA0229034172YQ
2169477-1376,,WNBAA0229034561YQ
2168803-1376,,WNBAA0229034175YQ
2168697-1376,,WNBAA0229034558YQ
2169283-1376,,YT2306621272110044
2169145-1376,,YT2306621272110011
2171807-1376,,YT2306621272110047
2171090-1376,,YT2306621272109514
2168654-1376,,YT2306621272110022
2171383-1376,,WNBAA0229034577YQ
2171313-1376,,YT2306621272109253
2170604-1376,,YT2306621272109298
2162111-1376,,YT2306621272109750
2172452-1376,,YT2306621272110051
2171410-1376,,YT2306621272109294
2170238-1376,,YT2306621272110068
2169997-1376,,JY2337100131037016
2172063-1376,,WNBAA0229034621YQ
2171536-1376,,YT2306621272109302
2172142-1376,,YT2306621272109784
2171267-1376,,WNBAA0229034329YQ
2168782-1376,,YT2306621272109566
2170065-1376,,YT2306621272109325
2170409-1376,,WNBAA0229034513YQ
2169425-1376,,WNBAA0229034365YQ
2169336-1376,,YT2306621272109595
2170962-1376,,WNBAA0229034469YQ
2169805-1376,,WNBAA0229034474YQ
2171182-1376,,JY2337100131037010
2168713-1376,,WNBAA0229034627YQ
2168726-1376,,WNBAA0229034582YQ
2168947-1376,,YT2306621272109797
2169200-1376,,JY2337100131037011
2169328-1376,,WNBAA0229034591YQ
2169129-1376,,WNBAA0229034279YQ
2171881-1376,,YT2306621272109401
2170151-1376,,YT2306621272109410
2169620-1376,,WNBAA0229034633YQ
2171024-1376,,WNBAA0229034227YQ
2169174-1376,,YT2306621272110141
2171218-1376,,WNBAA0229034635YQ
2171244-1376,,YT2306621272109432
2172081-1376,,WNBAA0229034489YQ
2171172-1376,,YT2306621272110031
2169044-1376,,WNBAA0229034400YQ
2171246-1376,,YT2306621272109448
2168673-1376,,WNBAA0229034407YQ
2169604-1376,,WNBAA0229034262YQ
1975199-1376,,YT2306621272110144
2171689-1376,,YT2306621272110057
2169873-1376,,WNBAA0229034495YQ
2169103-1376,,WNBAA0229034412YQ
2172360-1376,,YT2306621272110094
2170087-1376,,YT2306621272110150
2171490-1376,,WNBAA0229034632YQ
2168765-1376,,YT2306621272109444
2171017-1376,,YT2306621272109727
2169240-1376,,YT2306621272110167
2168647-1376,,YT2306621272145736
2169170-1376,,JY2337100131037015
2171805-1376,,YT2306621272110172
2168632-1376,,YT2306621272109817
2170755-1376,,YT2306621272145796
2170748-1376,,YT2306621272109455
2169542-1376,,WNBAA0229034424YQ
2171495-1376,,YT2306621272109500
2169732-1376,,WNBAA0229034432YQ
2171851-1376,,WNBAA0229034639YQ
2169184-1376,,WNBAA0229034520YQ
2172051-1376,,YT2306621272109519
2170783-1376,,YT2306621272110174
2169555-1376,,YT2306621272110177
2170042-1376,,WNBAA0229034663YQ
2169724-1376,,YT2306621272109841
2170463-1376,,YT2306621272109468
2168631-1376,,WNBAA0229034650YQ
2171530-1376,,YT2306621272109844
2171955-1376,,WNBAA0229034236YQ
2169356-1376,,WNBAA0229034531YQ
2172074-1376,,WNBAA0229034438YQ
2171918-1376,,YT2306621272109838
2170615-1376,,YT2306621272110256
2172298-1376,,YT2306621272109867
2169581-1376,,YT2306621272109587
2169440-1376,,WNBAA0229034530YQ
2169813-1376,,YT2306621272110185
2173263-1376,,WNBAA0229034433YQ
2172201-1376,,YT2306621272109598
2170567-1376,,WNBAA0229034556YQ
2169426-1376,,WNBAA0229034673YQ
2169387-1376,,WNBAA0229034654YQ
2170587-1376,,YT2306621272109984
2170113-1376,,YT2306621272110248
2171277-1376,,WNBAA0229034559YQ
2171219-1376,,YT2306621272109889
2170640-1376,,WNBAA0229034674YQ
2169850-1376,,WNBAA0229034434YQ
2169256-1376,,WNBAA0229034671YQ
2172347-1376,,YT2306621272145777
2172492-1376,,WNBAA0229034573YQ
2170951-1376,,YT2306621272109939
2169914-1376,,YT2306621272110027
2169525-1376,,YT2306621272110330
2172394-1376,,YT2306621272110331
2170299-1376,,WNBAA0229034291YQ
2169638-1376,,WNBAA0229034680YQ
2170220-1376,,YT2306621272145740
2168967-1376,,WNBAA0229034686YQ
2168896-1376,,WNBAA0229034436YQ
2171380-1376,,YT2306621272109613
2171963-1376,,YT2306621272110002
2171375-1376,,WNBAA0229034587YQ
2169606-1376,,WNBAA0229034687YQ
2169135-1376,,WNBAA0229034696YQ
2172348-1376,,YT2306621272110017
2169603-1376,,6.21517E+12
2172433-1376,,WNBAA0229034272YQ
2172147-1376,,YT2306621272110020
2170211-1376,,WNBAA0229034437YQ
2172157-1376,,YT2306621272109583
2170785-1376,,YT2306621272110046
2169741-1376,,YT2306621272109614
2168724-1376,,WNBAA0229034592YQ
2172246-1376,,YT2306621272110409
2171331-1376,,YT2306621272110070
2168995-1376,,WNBAA0229034281YQ
2171745-1376,,YT2306621272110049
2172279-1376,,YT2306621272110055
2171472-1376,,YT2306621272110461
2171601-1376,,WNBAA0229034246YQ
2170192-1376,,7.9421E+17
2169780-1376,,WNBAA0229034823YQ
2170398-1376,,YT2306621272110490
2170673-1376,,YT2306621272109642
2170568-1376,,YT2306621272110062
2170205-1376,,WNBAA0229034294YQ
2121475-1376,,YT2306621272110398
2170393-1376,,YT2306621272110063
2169612-1376,,WNBAA0229034708YQ
2169619-1376,,YT2306621272109674
2169068-1376,,WNBAA0229034637YQ
2169899-1376,,YT2306621272110459
2171116-1376,,WNBAA0229034478YQ
2170470-1376,,YT2306621272110523
2170820-1376,,YT2306621272110471
2170712-1376,,WNBAA0229034473YQ
2171711-1376,,YT2306621272110531
2171571-1376,,YT2306621272109709
2171546-1376,,WNBAA0229034638YQ
2171436-1376,,YT2306621272109714
2168597-1376,,WNBAA0229034641YQ
2172380-1376,,YT2306621272110065
2169788-1376,,WNBAA0229034617YQ
2170521-1376,,YT2306621272109657
2169490-1376,,WNBAA0229034657YQ
2171192-1376,,YT2306621272110484
2170687-1376,,YT2306621272109660
2168747-1376,,WNBAA0229034659YQ
2170133-1376,,YT2306621272110538
2169319-1376,,WNBAA0229034835YQ
2168591-1376,,WNBAA0229034661YQ
2170903-1376,,YT2306621272110093
2169364-1376,,WNBAA0229034508YQ
2169955-1376,,WNBAA0229034476YQ
2168796-1376,,WNBAA0229034496YQ
2171994-1376,,WNBAA0229034851YQ
2170354-1376,,YT2306621272109778
2170127-1376,,YT2306621272110480
2169359-1376,,WNBAA0229034506YQ
2170543-1376,,JY2337100131037043
2171318-1376,,WNBAA0229034511YQ
2170125-1376,,YT2306621272145762
2171886-1376,,YT2306621272110243
2168889-1376,,WNBAA0229034514YQ
2170440-1376,,YT2306621272110280
2171053-1376,,YT2306621272109757
2172308-1376,,YT2306621272110151
2168959-1376,,WNBAA0229034855YQ
2169037-1376,,WNBAA0229034515YQ
2171101-1376,,WNBAA0229034693YQ
2169867-1376,,WNBAA0229034509YQ
2169587-1376,,YT2306621272110750
2172199-1376,,YT2306621272110363
2172083-1376,,YT2306621272110481
2170222-1376,,YT2306621272109771
2171400-1376,,WNBAA0229034510YQ
2170302-1376,,WNBAA0229034700YQ
2170780-1376,,WNBAA0229034803YQ
2169752-1376,,WNBAA0229034259YQ
2171996-1376,,YT2306621272110861
2172469-1376,,WNBAA0229034526YQ
2168615-1376,,WNBAA0229034806YQ
2169822-1376,,WNBAA0229034829YQ
2169763-1376,,YT2306621272110505
2168960-1376,,YT2306621272110512
2170775-1376,,YT2306621272110862
2170973-1376,,YT2306621272110189
2169541-1376,,WNBAA0229034655YQ
2172392-1376,,YT2306621272109810
2171615-1376,,YT2306621272110518
2169523-1376,,YT2306621272110941
2171606-1376,,YT2306621272109847
2171082-1376,,YT2306621272110260
2169138-1376,,YT2306621272109850
2171961-1376,,YT2306621272110548
2170195-1376,,YT2306621272109829
2169842-1376,,YT2306621272109865
2169306-1376,,YT2306621272110964
2169610-1376,,YT2306621272109875
2169729-1376,,WNBAA0229034865YQ
2172449-1376,,YT2306621272109857
2171407-1376,,WNBAA0229034266YQ
2168961-1376,,WNBAA0229034832YQ
2169095-1376,,WNBAA0229034837YQ
2171999-1376,,WNBAA0229034848YQ
2171043-1376,,YT2306621272110595
2172066-1376,,YT2306621272110292
2170272-1376,,YT2306621272110630
2170654-1376,,WNBAA0229034537YQ
2170088-1376,,YT2306621272109890
2169281-1376,,WNBAA0229034723YQ
2168907-1376,,YT2306621272111039
2172291-1376,,YT2306621272110563
2170629-1376,,YT2306621272110591
2169695-1376,,JY2337900131037033
2169498-1376,,WNBAA0229034544YQ
2171584-1376,,YT2306621272111041
2170083-1376,,YT2306621272110686
2170193-1376,,WNBAA0229034725YQ
2169167-1376,,WNBAA0229034553YQ
2171598-1376,,YT2306621272111138
2171208-1376,,WNBAA0229034739YQ
2172087-1376,,YT2306621272109971
2171343-1376,,WNBAA0229034557YQ
2171846-1376,,WNBAA0229034888YQ
2162976-1376,,YT2306621272109996
2170617-1376,,YT2306621272110751
2171339-1376,,YT2306621272111261
2168943-1376,,WNBAA0229034894YQ
2171898-1376,,WNBAA0229034927YQ
2171940-1376,,YT2306621272109992
2170924-1376,,YT2306621272110674
2171290-1376,,YT2306621272110006
2169434-1376,,YT2306621272110307
2171517-1376,,YT2306621272110693
2171774-1376,,WNBAA0229035030YQ
2171900-1376,,YT2306621272110023
2169651-1376,,YT2306621272145715
2168560-1376,,WNBAA0229034584YQ
2171736-1376,,YT2306621272110800
2170451-1376,,YT2306621272110005
2169338-1376,,WNBAA0229034677YQ
2171112-1376,,WNBAA0229034590YQ
2169869-1376,,WNBAA0229034606YQ
2171357-1376,,YT2306621272110322
2168801-1376,,YT2306621272110014
2169482-1376,,WNBAA0229034565YQ
2169002-1376,,WNBAA0229035037YQ
2171492-1376,,YT2306621272110786
2170374-1376,,YT2306621272110825
2169765-1376,,YT2306621272145764
2170071-1376,,YT2306621272110339
2171164-1376,,YT2306621272110919
2169889-1376,,WNBAA0229035050YQ
2168729-1376,,WNBAA0229034684YQ
2169933-1376,,YT2306621272111377
2172115-1376,,YT2306621272111406
2170813-1376,,YT2306621272110938
2158323-1376,,YT2306621272111534
2170693-1376,,YT2306621272111546
2171944-1376,,YT2306621272110982
2171527-1376,,YT2306621272110361
2169098-1376,,WNBAA0229034269YQ
2170831-1376,,WNBAA0229034297YQ
2172137-1376,,YT2306621272110033
2168974-1376,,WNBAA0229034300YQ
2169233-1376,,YT2306621272110034
2169529-1376,,WNBAA0229034598YQ
2170732-1376,,YT2306621272110429
2169424-1376,,WNBAA0229034905YQ
2168908-1376,,WNBAA0229034968YQ
2169493-1376,,WNBAA0229034760YQ
2169459-1376,,WNBAA0229034915YQ
2169290-1376,,WNBAA0229034808YQ
2170095-1376,,YT2306621272110777
2169445-1376,,YT2306621272111083
2171535-1376,,YT2306621272111109
2169676-1376,,YT2306621272111205
2171047-1376,,YT2306621272111615
2170105-1376,,WNBAA0229034610YQ
2169631-1376,,YT2306621272111619
2169231-1376,,WNBAA0229035084YQ
2171906-1376,,YT2306621272111226
2171636-1376,,YT2306621272111664
2171358-1376,,YT2306621272110066
2171310-1376,,YT2306621272110050
2171198-1376,,YT2306621272110077
2171693-1376,,YT2306621272110452
2110455-1376,,YT2306621272111239
2170156-1376,,WNBAA0229034276YQ
2170631-1376,,YT2306621272110791
2169079-1376,,WNBAA0229034939YQ
2169870-1376,,YT2306621272110881
2169148-1376,,WNBAA0229035004YQ
2171915-1376,,WNBAA0229034277YQ
2171382-1376,,YT2306621272110088
2170331-1376,,YT2306621272110978
2169355-1376,,YT2306621272111276
2168903-1376,,WNBAA0229034827YQ
2171998-1376,,YT2306621272110499
2170368-1376,,YT2306621272110555
2170731-1376,,WNBAA0229034849YQ
2169053-1376,,WNBAA0229035105YQ
2171558-1376,,YT2306621272110979
2170224-1376,,6.21517E+12
2171312-1376,,YT2306621272111741
2170718-1376,,WNBAA0229035117YQ
2169951-1376,,YT2306621272110612
2171401-1376,,YT2306621272110083
2169667-1376,,WNBAA0229034625YQ
2171876-1376,,WNBAA0229034280YQ
2169648-1376,,YT2306621272110158
2169673-1376,,YT2306621272110198
2171150-1376,,WNBAA0229034619YQ
2171947-1376,,YT2306621272145697
2171623-1376,,WNBAA0229034283YQ
2171095-1376,,YT2306621272111278
2169520-1376,,WNBAA0229035128YQ
2172069-1376,,YT2306621272111280
2170478-1376,,7.32132E+15
2171637-1376,,YT2306621272110645
2169443-1376,,WNBAA0229034965YQ
2171088-1376,,WNBAA0229035028YQ
2171057-1376,,YT2306621272110215
2170738-1376,,WNBAA0229035129YQ
2172396-1376,,WNBAA0229034971YQ
2169746-1376,,YT2306621272111818
2171907-1376,,YT2306621272110155
2169599-1376,,WNBAA0229034672YQ
2169502-1376,,JY2337100131037073
2171936-1376,,YT2306621272111829
2169701-1376,,YT2306621272111316
2069965-1376,,YT2306621272111868
2168618-1376,,YT2306621272111881
2170297-1376,,WNBAA0229034979YQ
2170315-1376,,YT2306621272111318
2170012-1376,,YT2306621272110650
2168809-1376,,YT2306621272110264
2171300-1376,,YT2306621272110165
2170292-1376,,WNBAA0229035046YQ
2169406-1376,,YT2306621272110166
2169962-1376,,YT2306621272110411
2170896-1376,,YT2306621272110420
2170989-1376,,WNBAA0229034706YQ
2169205-1376,,WNBAA0229034729YQ
2171528-1376,,YT2306621272111106
2171411-1376,,WNBAA0229034991YQ
2171553-1376,,YT2306621272110681
2171170-1376,,YT2306621272110449
2171672-1376,,WNBAA0229034994YQ
2169991-1376,,WNBAA0229034645YQ
2168573-1376,,WNBAA0229034811YQ
2169373-1376,,YT2306621272110180
2169553-1376,,JY2337100131037103
2170914-1376,,YT2306621272110526
2170069-1376,,WNBAA0229034749YQ
2169360-1376,,WNBAA0229035191YQ
2171173-1376,,WNBAA0229034838YQ
2172319-1376,,YT2306621272110586
2168761-1376,,YT2306621272111242
2171657-1376,,YT2306621272110812
2169412-1376,,WNBAA0229034796YQ
2172210-1376,,YT2306621272110723
2170323-1376,,YT2306621272111347
2169808-1376,,WNBAA0229034947YQ
2172052-1376,,WNBAA0229034960YQ
2170749-1376,,YT2306621272111359
2170235-1376,,WNBAA0229035198YQ
2169851-1376,,WNBAA0229035211YQ
2172112-1376,,YT2306621272110196
2170794-1376,,WNBAA0229034934YQ
2171960-1376,,YT2306621272110229
2169057-1376,,WNBAA0229034288YQ
2171294-1376,,WNBAA0229035224YQ
2171370-1376,,YT2306621272110321
2169644-1376,,WNBAA0229035240YQ
2145489-1376,,WNBAA0229034681YQ
2170019-1376,,YT2306621272111369
2170945-1376,,WNBAA0229034714YQ
2169163-1376,,YT2306621272111391
2169534-1376,,WNBAA0229035314YQ
2171048-1376,,YT2306621272111021
2171878-1376,,WNBAA0229035256YQ
2172356-1376,,YT2306621272112028
2171799-1376,,WNBAA0229034724YQ
2170382-1376,,YT2306621272111422
2170656-1376,,WNBAA0229034741YQ
2171713-1376,,WNBAA0229034982YQ
2169347-1376,,WNBAA0229034719YQ
2168843-1376,,WNBAA0229034691YQ
2172182-1376,,WNBAA0229035403YQ
2171147-1376,,YT2306621272111074
2168760-1376,,WNBAA0229034692YQ
2172198-1376,,YT2306621272111423
2171555-1376,,YT2306621272111293
2171039-1376,,YT2306621272111635
2169671-1376,,YT2306621272111170
2168584-1376,,YT2306621272110381
2169385-1376,,WNBAA0229035039YQ
2171065-1376,,WNBAA0229034737YQ
2169575-1376,,WNBAA0229035052YQ
2168817-1376,,WNBAA0229035097YQ
2169004-1376,,WNBAA0229035300YQ
2169277-1376,,YT2306621272110897
2168716-1376,,WNBAA0229035063YQ
2170678-1376,,YT2306621272110955
2168758-1376,,WNBAA0229035034YQ
2169150-1376,,WNBAA0229034977YQ
2169996-1376,,WNBAA0229034986YQ
2171959-1376,,YT2306621272111144
2170810-1376,,YT2306621272145806
2172183-1376,,WNBAA0229035412YQ
2169220-1376,,WNBAA0229034812YQ
2168981-1376,,WNBAA0229034996YQ
2169706-1376,,WNBAA0229034817YQ
2170268-1376,,YT2306621272111706
2168804-1376,,YT2306621272111314
2170353-1376,,YT2306621272111321
2169836-1376,,YT2306621272110515
2172233-1376,,YT2306621272111382
2169461-1376,,WNBAA0229034752YQ
2168598-1376,,WNBAA0229035332YQ
2168599-1376,,YT2306621272112134
2170929-1376,,YT2306621272110542
2172322-1376,,WNBAA0229035057YQ
2169953-1376,,WNBAA0229035427YQ
2169052-1376,,WNBAA0229035113YQ
2169396-1376,,WNBAA0229035042YQ
2155201-1376,,WNBAA0229035065YQ
2169454-1376,,YT2306621272111757
2171216-1376,,YT2306621272111758
2169466-1376,,WNBAA0229035430YQ
2169010-1376,,WNBAA0229035135YQ
2170308-1376,,YT2306621272111874
2172614-1376,,YT2306621272111884
2171600-1376,,YT2306621272110579
2169956-1376,,YT2306621272111446
2172107-1376,,WNBAA0229035074YQ
2172017-1376,,YT2306621272111893
2169735-1376,,YT2306621272110617
2170716-1376,,YT2306621272145717
2170611-1376,,WNBAA0229035062YQ
2172445-1376,,WNBAA0229035433YQ
2169034-1376,,YT2306621272111613
2170711-1376,,YT2306621272112202
2169552-1376,,YT2306621272111399
2168755-1376,,WNBAA0229035445YQ
2170614-1376,,YT2306621272111477
2170279-1376,,YT2306621272111404
2170836-1376,,YT2306621272112237
2170025-1376,,YT2306621272111531
2170232-1376,,YT2306621272112328
2170461-1376,,YT2306621272112370
2168668-1376,,WNBAA0229034879YQ
2170462-1376,,YT2306621272111633
2169453-1376,,WNBAA0229034766YQ
2170261-1376,,YT2306621272112374
2170474-1376,,YT2306621272111655
2172055-1376,,YT2306621272112433
2170943-1376,,WNBAA0229035087YQ
2168825-1376,,YT2306621272111694
2170487-1376,,YT2306621272111626
2169998-1376,,YT2306621272111634
2168972-1376,,YT2306621272145807
2171032-1376,,YT2306621272111779
2172454-1376,,YT2306621272112436
2171758-1376,,YT2306621272111796
2172318-1376,,YT2306621272145718
2172170-1376,,WNBAA0229035186YQ
2170960-1376,,WNBAA0229034913YQ
2171654-1376,,WNBAA0229035108YQ
2171103-1376,,WNBAA0229035473YQ
2172463-1376,,YT2306621272111802
2169884-1376,,YT2306621272110829
2169363-1376,,WNBAA0229034755YQ
2169566-1376,,YT2306621272111931
2169546-1376,,WNBAA0229034956YQ
2170304-1376,,WNBAA0229034953YQ
2169282-1376,,YT2306621272111773
